Temperature_C,Cost
15.0,0.021456521009580773
20.0,0.021471697881566727
25.0,0.008926394146353527
30.0,0.054786673947148805
35.0,0.1398235567732363
40.0,0.5287777880832945
45.0,0.10426999080682318
50.0,0.04028147148685919
55.0,0.07240203875473693
60.0,0.16000134698243876
65.0,0.18468302883643234
70.0,0.2455165552739849
75.0,0.2347977355910621
