Temperature_C,Cost
15.0,0.05548516367230022
20.0,0.08224061861823997
25.0,0.07412541623193673
30.0,0.0206031948699439
35.0,0.016222737315522408
45.0,0.08548565957249746
50.0,0.11596362474599749
55.0,0.5443242970478851
60.0,0.2449157138666705
65.0,0.22501904561456376
70.0,0.3159243976413033
75.0,0.27199092392061736
80.0,0.2839759914785939
