Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"9,607E+04",25.0,0.03,28.85,2.6491,0.092,0.1454,0.502,0.0017433
2,357.9,"9,622E+04",25.0,0.0426,28.948,2.8673,0.099,0.14564,0.501,0.0017462
3,462,"9,632E+04",25.0,0.0605,29.264,3.2024,0.109,0.14726,0.5,0.0017655
4,535.3,"9,64E+04",25.0,0.0859,29.678,3.5951,0.121,0.1495,0.5,0.0017924
5,586.9,"9,645E+04",25.0,0.122,30.231,4.0851,0.135,0.15253,0.5,0.0018288
6,623.2,"9,649E+04",25.0,0.173,30.867,4.6284,0.150,0.15606,0.5,0.0018711
7,648.8,"9,651E+04",25.0,0.246,31.652,5.2527,0.166,0.16042,0.5,0.0019234
8,666.9,"9,653E+04",25.0,0.349,32.57,5.991,0.184,0.16558,0.5,0.0019852
9,679.5,"9,654E+04",25.0,0.496,33.679,6.801,0.202,0.17179,0.5,0.0020597
10,688.5,"9,655E+04",25.0,0.704,34.369,7.2238,0.210,0.1756,0.5,0.0021054
11,694.8,"9,656E+04",25.0,1,36.195,8.2923,0.229,0.18566,0.5,0.002226
