Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"1,072E+05",10.0,0.03,2.8234,1.3107,0.464,0.015623,0.502,0.00018731
2,357.9,"1,074E+05",10.0,0.0426,2.9472,1.7138,0.582,0.017069,0.501,0.00020465
3,462,"1,075E+05",10.0,0.0605,3.164,2.2349,0.706,0.019377,0.5,0.00023232
4,535.3,"1,075E+05",10.0,0.0859,3.4085,2.8637,0.840,0.022262,0.5,0.00026691
5,586.9,"1,076E+05",10.0,0.122,3.7355,3.6244,0.970,0.026025,0.5,0.00031203
6,623.2,"1,076E+05",10.0,0.173,4.1828,4.5279,1.083,0.030821,0.5,0.00036953
7,648.8,"1,077E+05",10.0,0.246,4.7942,5.6051,1.169,0.036879,0.5,0.00044216
8,666.9,"1,077E+05",10.0,0.349,5.6515,6.904,1.222,0.044611,0.5,0.00053486
9,679.5,"1,077E+05",10.0,0.496,6.7953,8.4268,1.240,0.054126,0.5,0.00064895
10,688.5,"1,077E+05",10.0,0.704,7.3376,9.1995,1.254,0.058837,0.5,0.00070543
11,694.8,"1,077E+05",10.0,1,9.4662,11.191,1.182,0.073288,0.5,0.00087869
