Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,3222,10.0,0.03,4.8284,0.00024142,0.000,0.024233,0.502,0.00029055
2,357.9,3369,10.0,0.0426,4.5159,0.00022579,0.000,0.02261,0.501,0.00027108
3,462,3473,10.0,0.0605,4.1089,0.00020544,0.000,0.020553,0.5,0.00024643
4,535.3,3547,10.0,0.0859,3.606,0.0001803,0.000,0.018032,0.5,0.0002162
5,586.9,3598,10.0,0.122,3.0419,0.0001521,0.000,0.01521,0.5,0.00018236
6,623.2,3635,10.0,0.173,2.4922,0.00012461,0.000,0.012461,0.5,0.00014941
7,648.8,3660,10.0,0.246,0.00010239,2.0478,20000.000,0.010239,0.5,0.00012276
8,666.9,3678,10.0,0.349,0.00010269,2.0537,20000.000,0.010269,0.5,0.00012312
9,679.5,3691,10.0,0.496,0.16923,2.6589,15.711,0.013321,0.5,0.00015972
10,688.5,3700,10.0,0.704,3.7778,4.6264,1.225,0.029864,0.5,0.00035806
11,694.8,3706,10.0,1,4.9677,5.6473,1.137,0.037606,0.5,0.00045088
