Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"4,779E+04",70.0,0.03,1620.7,32.455,0.020,8.1348,0.502,0.097533
2,357.9,"4,794E+04",70.0,0.0426,1627.4,29.373,0.018,8.1491,0.501,0.097704
3,462,"4,804E+04",70.0,0.0605,1633.6,27.586,0.017,8.1728,0.5,0.097988
4,535.3,"4,812E+04",70.0,0.0859,1639.4,26.185,0.016,8.1992,0.5,0.098304
5,586.9,"4,817E+04",70.0,0.122,1645,24.496,0.015,8.2264,0.5,0.09863
6,623.2,"4,82E+04",70.0,0.173,1650.4,24.01,0.015,8.2531,0.5,0.098951
7,648.8,"4,823E+04",70.0,0.246,1655.7,23.758,0.014,8.2794,0.5,0.099266
8,666.9,"4,825E+04",70.0,0.349,1661.5,24.398,0.015,8.3084,0.5,0.099614
9,679.5,"4,826E+04",70.0,0.496,1667,24.735,0.015,8.3357,0.5,0.099942
10,688.5,"4,827E+04",70.0,0.704,1671.8,26.49,0.016,8.3598,0.5,0.10023
11,694.8,"4,828E+04",70.0,1,1678.7,27.238,0.016,8.3947,0.5,0.10065
