Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"3,665E+04",55.0,0.03,466.44,8.7144,0.019,2.3414,0.502,0.028072
2,357.9,"3,68E+04",55.0,0.0426,468.57,7.9775,0.017,2.3463,0.501,0.028131
3,462,"3,69E+04",55.0,0.0605,471.18,7.3431,0.016,2.3572,0.5,0.028262
4,535.3,"3,697E+04",55.0,0.0859,473.33,6.7422,0.014,2.3672,0.5,0.028382
5,586.9,"3,702E+04",55.0,0.122,475.11,6.1647,0.013,2.3758,0.5,0.028485
6,623.2,"3,706E+04",55.0,0.173,476.3,5.485,0.012,2.3817,0.5,0.028555
7,648.8,"3,709E+04",55.0,0.246,477.64,5.1035,0.011,2.3883,0.5,0.028635
8,666.9,"3,71E+04",55.0,0.349,478.81,4.7892,0.010,2.3942,0.5,0.028705
9,679.5,"3,712E+04",55.0,0.496,479.83,4.5473,0.009,2.3993,0.5,0.028766
10,688.5,"3,713E+04",55.0,0.704,480.38,4.5537,0.009,2.402,0.5,0.028799
11,694.8,"3,713E+04",55.0,1,481.69,4.417,0.009,2.4085,0.5,0.028877
