Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"5,522E+04",80.0,0.03,2566.4,70.915,0.028,12.884,0.502,0.15447
2,357.9,"5,537E+04",80.0,0.0426,2575.5,60.868,0.024,12.897,0.501,0.15463
3,462,"5,547E+04",80.0,0.0605,2585.6,56.085,0.022,12.937,0.5,0.15511
4,535.3,"5,555E+04",80.0,0.0859,2595.8,51.804,0.020,12.983,0.5,0.15566
5,586.9,"5,56E+04",80.0,0.122,2607.7,48.186,0.018,13.041,0.5,0.15636
6,623.2,"5,563E+04",80.0,0.173,2619.5,45.886,0.018,13.099,0.5,0.15706
7,648.8,"5,566E+04",80.0,0.246,2629.8,45.486,0.017,13.151,0.5,0.15767
8,666.9,"5,568E+04",80.0,0.349,2642.3,45.38,0.017,13.214,0.5,0.15843
9,679.5,"5,569E+04",80.0,0.496,2652.2,46.303,0.017,13.263,0.5,0.15902
10,688.5,"5,57E+04",80.0,0.704,2666.8,52.52,0.020,13.336,0.5,0.1599
11,694.8,"5,57E+04",80.0,1,2678.6,54.403,0.020,13.396,0.5,0.16061
