Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"5,522E+04",80.0,0.03,6793.3,199.44,0.029,34.095,0.502,0.40878
2,357.9,"5,536E+04",80.0,0.0426,6759.2,163.76,0.024,33.846,0.501,0.4058
3,462,"5,547E+04",80.0,0.0605,6797.5,143.82,0.021,34.009,0.5,0.40775
4,535.3,"5,554E+04",80.0,0.0859,6839.4,134.06,0.020,34.208,0.5,0.41014
5,586.9,"5,559E+04",80.0,0.122,6878.8,125.65,0.018,34.401,0.5,0.41246
6,623.2,"5,563E+04",80.0,0.173,6911.8,120.35,0.017,34.565,0.5,0.41442
7,648.8,"5,566E+04",80.0,0.246,6948,117.68,0.017,34.745,0.5,0.41658
8,666.9,"5,567E+04",80.0,0.349,6980.9,113.71,0.016,34.909,0.5,0.41855
9,679.5,"5,569E+04",80.0,0.496,7016.9,112.51,0.016,35.089,0.5,0.4207
10,688.5,"5,57E+04",80.0,0.704,7087,136.09,0.019,35.441,0.5,0.42493
11,694.8,"5,57E+04",80.0,1,7117.7,138.02,0.019,35.595,0.5,0.42677
