Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"3,293E+04",50.0,0.03,765.92,13.274,0.017,3.8445,0.502,0.046094
2,357.9,"3,308E+04",50.0,0.0426,775.95,11.216,0.014,3.8853,0.501,0.046583
3,462,"3,318E+04",50.0,0.0605,783.89,10.176,0.013,3.9215,0.5,0.047017
4,535.3,"3,326E+04",50.0,0.0859,790.02,9.5676,0.012,3.9509,0.5,0.04737
5,586.9,"3,331E+04",50.0,0.122,794.71,9.1266,0.011,3.974,0.5,0.047646
6,623.2,"3,335E+04",50.0,0.173,798.6,8.8644,0.011,3.9933,0.5,0.047878
7,648.8,"3,337E+04",50.0,0.246,801.87,8.7691,0.011,4.0096,0.5,0.048073
8,666.9,"3,339E+04",50.0,0.349,804.96,8.7858,0.011,4.025,0.5,0.048258
9,679.5,"3,34E+04",50.0,0.496,807.72,8.9346,0.011,4.0388,0.5,0.048424
10,688.5,"3,341E+04",50.0,0.704,810.79,9.5167,0.012,4.0542,0.5,0.048608
11,694.8,"3,342E+04",50.0,1,813.6,9.8188,0.012,4.0683,0.5,0.048777
