Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"2,551E+04",40.0,0.03,88.738,4.3113,0.049,0.44589,0.502,0.0053461
2,357.9,"2,565E+04",40.0,0.0426,91.263,4.5565,0.050,0.45749,0.501,0.0054851
3,462,"2,576E+04",40.0,0.0605,93.411,4.9397,0.053,0.46791,0.5,0.0056101
4,535.3,"2,583E+04",40.0,0.0859,95.249,5.4266,0.057,0.47709,0.5,0.00572
5,586.9,"2,588E+04",40.0,0.122,96.883,6.0125,0.062,0.48537,0.5,0.0058193
6,623.2,"2,592E+04",40.0,0.173,98.47,6.7032,0.068,0.4935,0.5,0.0059168
7,648.8,"2,594E+04",40.0,0.246,100.09,7.5424,0.075,0.50186,0.5,0.0060171
8,666.9,"2,596E+04",40.0,0.349,101.76,8.5215,0.084,0.51059,0.5,0.0061218
9,679.5,"2,598E+04",40.0,0.496,103.65,9.6446,0.093,0.52049,0.5,0.0062404
10,688.5,"2,598E+04",40.0,0.704,105.15,10.473,0.100,0.52834,0.5,0.0063346
11,694.8,"2,599E+04",40.0,1,107.74,11.984,0.111,0.54204,0.5,0.0064988
