Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"4,407E+04",65.0,0.03,3283.3,62.638,0.019,16.478,0.502,0.19757
2,357.9,"4,422E+04",65.0,0.0426,3298.8,55.21,0.017,16.517,0.501,0.19803
3,462,"4,433E+04",65.0,0.0605,3315.8,49.238,0.015,16.588,0.5,0.19888
4,535.3,"4,44E+04",65.0,0.0859,3331.2,48.012,0.014,16.66,0.5,0.19974
5,586.9,"4,445E+04",65.0,0.122,3344.2,47.11,0.014,16.724,0.5,0.20051
6,623.2,"4,449E+04",65.0,0.173,3357.7,44.195,0.013,16.79,0.5,0.20131
7,648.8,"4,451E+04",65.0,0.246,3371.3,44.672,0.013,16.858,0.5,0.20212
8,666.9,"4,453E+04",65.0,0.349,3386.4,44.637,0.013,16.934,0.5,0.20303
9,679.5,"4,454E+04",65.0,0.496,3399,41.962,0.012,16.997,0.5,0.20378
10,688.5,"4,455E+04",65.0,0.704,3416.1,44.617,0.013,17.082,0.5,0.2048
11,694.8,"4,456E+04",65.0,1,3427,42.689,0.012,17.136,0.5,0.20546
