Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"5,15E+04",75.0,0.03,5551.8,132.83,0.024,27.862,0.502,0.33406
2,357.9,"5,165E+04",75.0,0.0426,5570.1,117.78,0.021,27.89,0.501,0.33439
3,462,"5,175E+04",75.0,0.0605,5598.7,108.18,0.019,28.01,0.5,0.33583
4,535.3,"5,183E+04",75.0,0.0859,5621.9,98.447,0.018,28.118,0.5,0.33712
5,586.9,"5,188E+04",75.0,0.122,5649.1,95.668,0.017,28.25,0.5,0.33871
6,623.2,"5,192E+04",75.0,0.173,5673.7,92.362,0.016,28.373,0.5,0.34017
7,648.8,"5,194E+04",75.0,0.246,5697.2,94.95,0.017,28.49,0.5,0.34158
8,666.9,"5,196E+04",75.0,0.349,5720.7,92.787,0.016,28.607,0.5,0.34299
9,679.5,"5,197E+04",75.0,0.496,5741.6,92.918,0.016,28.712,0.5,0.34424
10,688.5,"5,198E+04",75.0,0.704,5775.9,101.63,0.018,28.884,0.5,0.3463
11,694.8,"5,199E+04",75.0,1,5800.9,102.37,0.018,29.009,0.5,0.3478
