Temperature_C,Cost
15.0,0.04437629992887153
20.0,0.06583230502395593
25.0,0.009976567986086633
30.0,0.04859847190059091
35.0,0.11794167395692084
40.0,0.6443612624219162
45.0,0.24940028124807354
50.0,0.0300515904724438
55.0,0.05320371261482801
60.0,0.1149650448554516
65.0,0.15310511440880936
70.0,0.20049979655453753
75.0,0.17986437884793555
