Temperature_C,Cost
15.0,0.10246137215742138
20.0,0.13930363505837565
25.0,0.07936960385892666
30.0,0.10822469569538946
35.0,0.04781591744890927
45.0,0.16884112489881786
50.0,0.1353765698558965
55.0,0.5457072287671962
60.0,0.16480124557395331
65.0,0.06795410018067778
70.0,0.09609141634535139
75.0,0.11151237465215859
80.0,0.1936532306129603
