Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"7,008E+04",60.0,0.03,1617,25.669,0.016,8.1155,0.502,0.097302
2,357.9,"7,023E+04",60.0,0.0426,1614.8,22.75,0.014,8.0851,0.501,0.096936
3,462,"7,033E+04",60.0,0.0605,1615.6,21.597,0.013,8.0822,0.5,0.096901
4,535.3,"7,04E+04",60.0,0.0859,1616.4,19.618,0.012,8.0838,0.5,0.096921
5,586.9,"7,046E+04",60.0,0.122,1618.7,18.757,0.012,8.0946,0.5,0.09705
6,623.2,"7,049E+04",60.0,0.173,1621.1,18.421,0.011,8.1063,0.5,0.097191
7,648.8,"7,052E+04",60.0,0.246,1625.2,18.34,0.011,8.1266,0.5,0.097434
8,666.9,"7,054E+04",60.0,0.349,1628.1,18.315,0.011,8.1412,0.5,0.097609
9,679.5,"7,055E+04",60.0,0.496,1632.1,18.428,0.011,8.1613,0.5,0.09785
10,688.5,"7,056E+04",60.0,0.704,1636.7,20.317,0.012,8.1839,0.5,0.098122
11,694.8,"7,056E+04",60.0,1,1641.4,20.33,0.012,8.2075,0.5,0.098404
