Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"6,636E+04",65.0,0.03,1916.2,30.869,0.016,9.6175,0.502,0.11531
2,357.9,"6,651E+04",65.0,0.0426,1913.9,27.967,0.015,9.583,0.501,0.1149
3,462,"6,661E+04",65.0,0.0605,1915.6,25.17,0.013,9.583,0.5,0.1149
4,535.3,"6,669E+04",65.0,0.0859,1918.4,24.024,0.013,9.5939,0.5,0.11503
5,586.9,"6,674E+04",65.0,0.122,1920.9,22.627,0.012,9.6058,0.5,0.11517
6,623.2,"6,678E+04",65.0,0.173,1924.7,21.502,0.011,9.6244,0.5,0.11539
7,648.8,"6,68E+04",65.0,0.246,1928.4,21.152,0.011,9.6426,0.5,0.11561
8,666.9,"6,682E+04",65.0,0.349,1932.3,20.927,0.011,9.6622,0.5,0.11585
9,679.5,"6,683E+04",65.0,0.496,1936.4,21.043,0.011,9.6823,0.5,0.11609
10,688.5,"6,684E+04",65.0,0.704,1940.3,22.472,0.012,9.702,0.5,0.11632
11,694.8,"6,685E+04",65.0,1,1945.3,22.457,0.012,9.7269,0.5,0.11662
