Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"1,035E+05",15.0,0.03,1.2424,0.50285,0.405,0.0067267,0.502,8.065e-05
2,357.9,"1,037E+05",15.0,0.0426,1.2414,0.60554,0.488,0.0069151,0.501,8.2909e-05
3,462,"1,038E+05",15.0,0.0605,1.3131,0.74901,0.570,0.0075618,0.5,9.0663e-05
4,535.3,"1,038E+05",15.0,0.0859,1.3995,0.97854,0.699,0.0085395,0.5,0.00010239
5,586.9,"1,039E+05",15.0,0.122,1.5451,1.2699,0.822,0.01,0.5,0.0001199
6,623.2,"1,039E+05",15.0,0.173,1.7442,1.6063,0.921,0.011856,0.5,0.00014215
7,648.8,"1,039E+05",15.0,0.246,1.9885,2.042,1.027,0.014251,0.5,0.00017087
8,666.9,"1,04E+05",15.0,0.349,2.3039,2.5838,1.121,0.017309,0.5,0.00020752
9,679.5,"1,04E+05",15.0,0.496,2.769,3.2392,1.170,0.021307,0.5,0.00025546
10,688.5,"1,04E+05",15.0,0.704,3.4057,3.7798,1.110,0.025439,0.5,0.000305
11,694.8,"1,04E+05",15.0,1,4.4286,4.7087,1.063,0.03232,0.5,0.00038751
