Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"1,035E+05",15.0,0.03,3.38,0.28875,0.085,0.017026,0.502,0.00020413
2,357.9,"1,037E+05",15.0,0.0426,3.501,0.45437,0.130,0.017676,0.501,0.00021192
3,462,"1,038E+05",15.0,0.0605,2.5413,0.54473,0.214,0.013001,0.5,0.00015588
4,535.3,"1,038E+05",15.0,0.0859,2.6445,0.64313,0.243,0.01361,0.5,0.00016317
5,586.9,"1,039E+05",15.0,0.122,2.8225,0.86563,0.307,0.014762,0.5,0.00017699
6,623.2,"1,039E+05",15.0,0.173,2.8031,1.0336,0.369,0.014938,0.5,0.00017911
7,648.8,"1,039E+05",15.0,0.246,2.747,1.2402,0.451,0.01507,0.5,0.00018068
8,666.9,"1,04E+05",15.0,0.349,2.7707,1.4967,0.540,0.015746,0.5,0.00018878
9,679.5,"1,04E+05",15.0,0.496,2.7976,1.8247,0.652,0.0167,0.5,0.00020023
10,688.5,"1,04E+05",15.0,0.704,2.3744,1.6913,0.712,0.014576,0.5,0.00017476
11,694.8,"1,04E+05",15.0,1,2.9964,2.2537,0.752,0.018746,0.5,0.00022476
