Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"6,265E+04",70.0,0.03,1426,25.164,0.018,7.1573,0.502,0.085813
2,357.9,"6,28E+04",70.0,0.0426,1425.8,22.362,0.016,7.1392,0.501,0.085596
3,462,"6,29E+04",70.0,0.0605,1428.2,20.841,0.015,7.1448,0.5,0.085662
4,535.3,"6,297E+04",70.0,0.0859,1429,20.715,0.014,7.1467,0.5,0.085686
5,586.9,"6,303E+04",70.0,0.122,1431.9,18.739,0.013,7.1604,0.5,0.08585
6,623.2,"6,306E+04",70.0,0.173,1436.1,18.097,0.013,7.1812,0.5,0.0861
7,648.8,"6,309E+04",70.0,0.246,1439.8,17.919,0.012,7.1994,0.5,0.086317
8,666.9,"6,311E+04",70.0,0.349,1443.4,17.832,0.012,7.2177,0.5,0.086537
9,679.5,"6,312E+04",70.0,0.496,1447.3,17.928,0.012,7.2369,0.5,0.086767
10,688.5,"6,313E+04",70.0,0.704,1451.9,18.888,0.013,7.2599,0.5,0.087043
11,694.8,"6,313E+04",70.0,1,1456.3,19.25,0.013,7.282,0.5,0.087308
