Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"6,636E+04",65.0,0.03,5196.5,80.063,0.015,26.075,0.502,0.31263
2,357.9,"6,651E+04",65.0,0.0426,5193.3,69.748,0.013,26,0.501,0.31173
3,462,"6,661E+04",65.0,0.0605,5198.9,66.38,0.013,26.007,0.5,0.31181
4,535.3,"6,668E+04",65.0,0.0859,5205.5,61.729,0.012,26.033,0.5,0.31212
5,586.9,"6,674E+04",65.0,0.122,5214.5,58.927,0.011,26.075,0.5,0.31263
6,623.2,"6,677E+04",65.0,0.173,5227.9,59.274,0.011,26.142,0.5,0.31342
7,648.8,"6,68E+04",65.0,0.246,5239.8,56.597,0.011,26.201,0.5,0.31414
8,666.9,"6,682E+04",65.0,0.349,5253.1,56.497,0.011,26.267,0.5,0.31493
9,679.5,"6,683E+04",65.0,0.496,5265.9,56.091,0.011,26.331,0.5,0.3157
10,688.5,"6,684E+04",65.0,0.704,5288.2,61.888,0.012,26.443,0.5,0.31704
11,694.8,"6,684E+04",65.0,1,5302.8,61.507,0.012,26.516,0.5,0.31791
