Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"1,035E+05",15.0,0.03,3.9191,4.183,1.067,0.028769,0.502,0.00034493
2,357.9,"1,036E+05",15.0,0.0426,4.3716,5.0013,1.144,0.033257,0.501,0.00039874
3,462,"1,038E+05",15.0,0.0605,5.1612,6.0857,1.179,0.039916,0.5,0.00047857
4,535.3,"1,038E+05",15.0,0.0859,6.2243,7.4019,1.189,0.048363,0.5,0.00057984
5,586.9,"1,039E+05",15.0,0.122,7.6295,8.9801,1.177,0.05892,0.5,0.00070643
6,623.2,"1,039E+05",15.0,0.173,9.3836,10.833,1.155,0.071663,0.5,0.0008592
7,648.8,"1,039E+05",15.0,0.246,11.554,12.997,1.125,0.086949,0.5,0.0010425
8,666.9,"1,04E+05",15.0,0.349,14.216,15.484,1.089,0.1051,0.5,0.0012601
9,679.5,"1,04E+05",15.0,0.496,17.443,18.312,1.050,0.12645,0.5,0.0015161
10,688.5,"1,04E+05",15.0,0.704,20.623,20.612,0.999,0.14579,0.5,0.0017479
11,694.8,"1,04E+05",15.0,1,25.221,24.097,0.955,0.17441,0.5,0.0020911
