Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"7,007E+04",60.0,0.03,4390.1,64.784,0.015,22.03,0.502,0.26412
2,357.9,"7,022E+04",60.0,0.0426,4382.6,55.565,0.013,21.942,0.501,0.26308
3,462,"7,033E+04",60.0,0.0605,4386.6,51.418,0.012,21.943,0.5,0.26309
4,535.3,"7,04E+04",60.0,0.0859,4392.3,48.394,0.011,21.966,0.5,0.26336
5,586.9,"7,045E+04",60.0,0.122,4401.7,45.77,0.010,22.01,0.5,0.26389
6,623.2,"7,049E+04",60.0,0.173,4409.1,44.643,0.010,22.047,0.5,0.26433
7,648.8,"7,051E+04",60.0,0.246,4418.6,44.422,0.010,22.094,0.5,0.2649
8,666.9,"7,053E+04",60.0,0.349,4428.8,44.681,0.010,22.145,0.5,0.26551
9,679.5,"7,054E+04",60.0,0.496,4441.1,44.955,0.010,22.207,0.5,0.26625
10,688.5,"7,055E+04",60.0,0.704,4463.1,50.715,0.011,22.317,0.5,0.26757
11,694.8,"7,056E+04",60.0,1,4474.7,50.107,0.011,22.375,0.5,0.26826
