Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"7,75E+04",50.0,0.03,2717.3,37.746,0.014,13.637,0.502,0.1635
2,357.9,"7,765E+04",50.0,0.0426,2711.4,33.536,0.012,13.575,0.501,0.16276
3,462,"7,775E+04",50.0,0.0605,2711.1,31.704,0.012,13.562,0.5,0.16261
4,535.3,"7,783E+04",50.0,0.0859,2713,30.108,0.011,13.568,0.5,0.16267
5,586.9,"7,788E+04",50.0,0.122,2718.7,29.731,0.011,13.595,0.5,0.163
6,623.2,"7,792E+04",50.0,0.173,2724.3,29.697,0.011,13.622,0.5,0.16333
7,648.8,"7,794E+04",50.0,0.246,2732,29.391,0.011,13.661,0.5,0.16379
8,666.9,"7,796E+04",50.0,0.349,2739.4,28.275,0.010,13.698,0.5,0.16423
9,679.5,"7,797E+04",50.0,0.496,2746.2,27.081,0.010,13.732,0.5,0.16464
10,688.5,"7,798E+04",50.0,0.704,2758.6,29.413,0.011,13.794,0.5,0.16538
11,694.8,"7,799E+04",50.0,1,2764.8,27.84,0.010,13.825,0.5,0.16575
