Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"5,522E+04",80.0,0.03,5512.5,157.33,0.029,27.668,0.502,0.33173
2,357.9,"5,537E+04",80.0,0.0426,5534.4,137.65,0.025,27.714,0.501,0.33228
3,462,"5,547E+04",80.0,0.0605,5559.3,124.73,0.022,27.815,0.5,0.33348
4,535.3,"5,554E+04",80.0,0.0859,5588.1,113.85,0.020,27.95,0.5,0.33511
5,586.9,"5,56E+04",80.0,0.122,5613.9,105.89,0.019,28.076,0.5,0.33662
6,623.2,"5,563E+04",80.0,0.173,5637.7,98.373,0.017,28.193,0.5,0.33802
7,648.8,"5,566E+04",80.0,0.246,5663.1,94.595,0.017,28.319,0.5,0.33954
8,666.9,"5,568E+04",80.0,0.349,5684.8,92.061,0.016,28.428,0.5,0.34084
9,679.5,"5,569E+04",80.0,0.496,5706.2,93.593,0.016,28.535,0.5,0.34212
10,688.5,"5,57E+04",80.0,0.704,5739.4,100.66,0.018,28.701,0.5,0.34412
11,694.8,"5,57E+04",80.0,1,5759.9,101.24,0.018,28.804,0.5,0.34535
