Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"3,665E+04",55.0,0.03,1026.2,20.076,0.020,5.1509,0.502,0.061757
2,357.9,"3,68E+04",55.0,0.0426,1030,17.447,0.017,5.1572,0.501,0.061833
3,462,"3,69E+04",55.0,0.0605,1034.5,15.13,0.015,5.1754,0.5,0.062051
4,535.3,"3,697E+04",55.0,0.0859,1038.9,13.787,0.013,5.1956,0.5,0.062293
5,586.9,"3,703E+04",55.0,0.122,1042.8,12.508,0.012,5.2148,0.5,0.062523
6,623.2,"3,706E+04",55.0,0.173,1046.4,11.33,0.011,5.2322,0.5,0.062732
7,648.8,"3,709E+04",55.0,0.246,1049.7,10.642,0.010,5.2486,0.5,0.062928
8,666.9,"3,711E+04",55.0,0.349,1052.5,9.7291,0.009,5.2627,0.5,0.063097
9,679.5,"3,712E+04",55.0,0.496,1055.3,9.2604,0.009,5.2766,0.5,0.063263
10,688.5,"3,713E+04",55.0,0.704,1060.6,10.478,0.010,5.3035,0.5,0.063586
11,694.8,"3,713E+04",55.0,1,1063.2,10.127,0.010,5.3162,0.5,0.063739
