Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"4,036E+04",60.0,0.03,1664.5,30.403,0.018,8.3546,0.502,0.10017
2,357.9,"4,051E+04",60.0,0.0426,1676.4,26.535,0.016,8.3941,0.501,0.10064
3,462,"4,061E+04",60.0,0.0605,1687.8,24.532,0.015,8.4437,0.5,0.10124
4,535.3,"4,069E+04",60.0,0.0859,1697.4,23.229,0.014,8.4891,0.5,0.10178
5,586.9,"4,074E+04",60.0,0.122,1705.7,22.312,0.013,8.5296,0.5,0.10227
6,623.2,"4,078E+04",60.0,0.173,1713.5,21.288,0.012,8.5681,0.5,0.10273
7,648.8,"4,08E+04",60.0,0.246,1720.1,20.549,0.012,8.6011,0.5,0.10312
8,666.9,"4,082E+04",60.0,0.349,1726,19.81,0.011,8.6308,0.5,0.10348
9,679.5,"4,083E+04",60.0,0.496,1731.6,18.784,0.011,8.6584,0.5,0.10381
10,688.5,"4,084E+04",60.0,0.704,1737.9,19.159,0.011,8.6899,0.5,0.10419
11,694.8,"4,085E+04",60.0,1,1742.6,18.273,0.010,8.7135,0.5,0.10447
