Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"2,179E+04",35.0,0.03,9.1838,2.2941,0.250,0.047509,0.502,0.00056961
2,357.9,"2,194E+04",35.0,0.0426,9.9301,2.7174,0.274,0.051545,0.501,0.000618
3,462,"2,205E+04",35.0,0.0605,10.686,3.2607,0.305,0.055885,0.5,0.00067004
4,535.3,"2,212E+04",35.0,0.0859,11.479,3.8704,0.337,0.06058,0.5,0.00072632
5,586.9,"2,217E+04",35.0,0.122,12.343,4.6018,0.373,0.065866,0.5,0.0007897
6,623.2,"2,221E+04",35.0,0.173,13.322,5.4398,0.408,0.071948,0.5,0.00086263
7,648.8,"2,223E+04",35.0,0.246,14.421,6.3704,0.442,0.078827,0.5,0.0009451
8,666.9,"2,225E+04",35.0,0.349,15.75,7.4604,0.474,0.087136,0.5,0.0010447
9,679.5,"2,226E+04",35.0,0.496,17.3,8.7013,0.503,0.096825,0.5,0.0011609
10,688.5,"2,227E+04",35.0,0.704,18.73,9.6326,0.514,0.10531,0.5,0.0012626
11,694.8,"2,228E+04",35.0,1,21.047,11.208,0.533,0.11923,0.5,0.0014295
