Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"4,408E+04",65.0,0.03,2517,49.452,0.020,12.633,0.502,0.15147
2,357.9,"4,422E+04",65.0,0.0426,2529.4,41.924,0.017,12.665,0.501,0.15185
3,462,"4,433E+04",65.0,0.0605,2542.6,38.429,0.015,12.72,0.5,0.15251
4,535.3,"4,44E+04",65.0,0.0859,2554,34.723,0.014,12.773,0.5,0.15314
5,586.9,"4,445E+04",65.0,0.122,2564.7,32.916,0.013,12.825,0.5,0.15377
6,623.2,"4,449E+04",65.0,0.173,2573.2,32.222,0.013,12.867,0.5,0.15427
7,648.8,"4,452E+04",65.0,0.246,2583.2,30.987,0.012,12.917,0.5,0.15487
8,666.9,"4,453E+04",65.0,0.349,2591.8,30.028,0.012,12.96,0.5,0.15538
9,679.5,"4,455E+04",65.0,0.496,2600.9,29.492,0.011,13.005,0.5,0.15593
10,688.5,"4,456E+04",65.0,0.704,2614.8,32.296,0.012,13.075,0.5,0.15676
11,694.8,"4,456E+04",65.0,1,2623.3,32.322,0.012,13.117,0.5,0.15727
