Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,3223,10.0,0.03,1.4488,2.4485,1.690,0.014279,0.502,0.00017119
2,357.9,3370,10.0,0.0426,1.9097,3.0995,1.623,0.018227,0.501,0.00021854
3,462,3475,10.0,0.0605,2.4007,3.9357,1.639,0.023061,0.5,0.00027649
4,535.3,3548,10.0,0.0859,3.0562,4.9834,1.631,0.029234,0.5,0.0003505
5,586.9,3599,10.0,0.122,3.9171,6.2222,1.588,0.036764,0.5,0.00044079
6,623.2,3636,10.0,0.173,5.0608,7.7184,1.525,0.046149,0.5,0.0005533
7,648.8,3661,10.0,0.246,6.5107,9.4854,1.457,0.057524,0.5,0.00068969
8,666.9,3679,10.0,0.349,8.3444,11.565,1.386,0.071306,0.5,0.00085492
9,679.5,3692,10.0,0.496,10.623,13.931,1.311,0.087595,0.5,0.0010502
10,688.5,3701,10.0,0.704,12.895,15.712,1.219,0.10163,0.5,0.0012185
11,694.8,3707,10.0,1,16.399,18.718,1.141,0.12443,0.5,0.0014918
