Temperature_C,Cost
15.0,0.03571232138560279
20.0,0.009182653976932076
25.0,0.005805790115476275
30.0,0.05709324306030019
35.0,0.08543151485964244
40.0,0.3529354399512701
45.0,0.2721657827785715
50.0,0.09057105015453257
55.0,0.07958039604059866
60.0,0.12729138216642447
65.0,0.11243112974103389
70.0,0.11822337704486044
75.0,0.11072931579887435
