Temperature_C,Cost
15.0,0.09612339297500824
20.0,0.08029522162530653
25.0,0.04833814994307327
30.0,0.022215037058390327
35.0,0.014987699085750381
45.0,0.11121393535731511
50.0,0.14634842110427976
55.0,0.6480194277760567
60.0,0.4006498184863243
65.0,0.14190108959987355
70.0,0.10561489256678343
75.0,0.13025240238637634
80.0,0.2659420022752982
