Temperature_C,Cost
15.0,0.0905323903154712
20.0,0.09293780111910233
25.0,0.16678539232627165
30.0,0.07765677698764194
35.0,0.025666290150904856
45.0,0.10743489351830096
50.0,0.1544420205280306
55.0,0.4729215902487413
60.0,0.2890045893516431
65.0,0.16505693892531131
70.0,0.1837195704153328
75.0,0.22538133173026978
80.0,0.2168346306141856
