Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"8,493E+04",40.0,0.03,899.97,23.704,0.026,4.5182,0.502,0.054171
2,357.9,"8,508E+04",40.0,0.0426,898.13,21.684,0.024,4.4979,0.501,0.053928
3,462,"8,518E+04",40.0,0.0605,898.69,20.119,0.022,4.4965,0.5,0.053911
4,535.3,"8,526E+04",40.0,0.0859,900.03,18.683,0.021,4.5017,0.5,0.053974
5,586.9,"8,531E+04",40.0,0.122,902.25,16.937,0.019,4.5122,0.5,0.0541
6,623.2,"8,534E+04",40.0,0.173,904.95,15.443,0.017,4.5255,0.5,0.054258
7,648.8,"8,537E+04",40.0,0.246,907.71,14.205,0.016,4.5391,0.5,0.054422
8,666.9,"8,539E+04",40.0,0.349,910.88,12.996,0.014,4.5549,0.5,0.054611
9,679.5,"8,54E+04",40.0,0.496,913.51,11.78,0.013,4.5679,0.5,0.054767
10,688.5,"8,541E+04",40.0,0.704,918.82,13.575,0.015,4.5946,0.5,0.055087
11,694.8,"8,541E+04",40.0,1,921.58,12.97,0.014,4.6083,0.5,0.055252
