Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"1,072E+05",10.0,0.03,2.6899,2.5689,0.955,0.018668,0.502,0.00022382
2,357.9,"1,074E+05",10.0,0.0426,3.1119,3.2414,1.042,0.022497,0.501,0.00026973
3,462,"1,075E+05",10.0,0.0605,3.6024,4.1097,1.141,0.027337,0.5,0.00032776
4,535.3,"1,075E+05",10.0,0.0859,4.2722,5.1623,1.208,0.033509,0.5,0.00040176
5,586.9,"1,076E+05",10.0,0.122,5.1198,6.4522,1.260,0.041185,0.5,0.00049379
6,623.2,"1,076E+05",10.0,0.173,6.227,7.9705,1.280,0.050573,0.5,0.00060635
7,648.8,"1,077E+05",10.0,0.246,7.6392,9.7775,1.280,0.06204,0.5,0.00074383
8,666.9,"1,077E+05",10.0,0.349,9.4646,11.891,1.256,0.075988,0.5,0.00091106
9,679.5,"1,077E+05",10.0,0.496,11.745,14.318,1.219,0.092595,0.5,0.0011102
10,688.5,"1,077E+05",10.0,0.704,13.743,16.067,1.169,0.10572,0.5,0.0012675
11,694.8,"1,077E+05",10.0,1,17.3,19.133,1.106,0.12897,0.5,0.0015463
