Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"9,607E+04",25.0,0.03,38.963,4.9128,0.126,0.1971,0.502,0.0023631
2,357.9,"9,622E+04",25.0,0.0426,39.16,5.2294,0.134,0.1978,0.501,0.0023716
3,462,"9,632E+04",25.0,0.0605,39.777,5.7397,0.144,0.20103,0.5,0.0024103
4,535.3,"9,64E+04",25.0,0.0859,40.785,6.2069,0.152,0.2063,0.5,0.0024735
5,586.9,"9,645E+04",25.0,0.122,42.155,7.193,0.171,0.21383,0.5,0.0025637
6,623.2,"9,649E+04",25.0,0.173,43.432,8.0701,0.186,0.22088,0.5,0.0026482
7,648.8,"9,651E+04",25.0,0.246,45.037,9.0545,0.201,0.22969,0.5,0.0027539
8,666.9,"9,653E+04",25.0,0.349,46.901,10.217,0.218,0.24001,0.5,0.0028776
9,679.5,"9,654E+04",25.0,0.496,49.008,11.539,0.235,0.25174,0.5,0.0030183
10,688.5,"9,655E+04",25.0,0.704,51.041,12.629,0.247,0.2629,0.5,0.003152
11,694.8,"9,656E+04",25.0,1,54.032,14.258,0.264,0.27941,0.5,0.0033499
