Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"4,408E+04",65.0,0.03,1831.2,34.632,0.019,9.1913,0.502,0.1102
2,357.9,"4,422E+04",65.0,0.0426,1840.9,31.373,0.017,9.2178,0.501,0.11052
3,462,"4,433E+04",65.0,0.0605,1849,28.491,0.015,9.2502,0.5,0.11091
4,535.3,"4,44E+04",65.0,0.0859,1857.2,26.603,0.014,9.288,0.5,0.11136
5,586.9,"4,445E+04",65.0,0.122,1864.2,25.647,0.014,9.3225,0.5,0.11177
6,623.2,"4,449E+04",65.0,0.173,1871,24.818,0.013,9.3561,0.5,0.11218
7,648.8,"4,451E+04",65.0,0.246,1877.4,24.317,0.013,9.3879,0.5,0.11256
8,666.9,"4,453E+04",65.0,0.349,1883.1,24.018,0.013,9.4164,0.5,0.1129
9,679.5,"4,454E+04",65.0,0.496,1889.8,23.56,0.012,9.4499,0.5,0.1133
10,688.5,"4,455E+04",65.0,0.704,1894.9,23.427,0.012,9.4751,0.5,0.1136
11,694.8,"4,456E+04",65.0,1,1900.7,23.686,0.012,9.5042,0.5,0.11395
