Point No.,Time,Test Time,Temperature,Angular Frequency,Storage Modulus,Loss Modulus,Loss Factor,Shear Stress,Shear Strain,Torque
[s],[s],[°C],[rad/s],[Pa],[Pa],[1],[Pa],[%],[mN·m],
1,210,"5,15E+04",75.0,0.03,3159.2,76.477,0.024,15.857,0.502,0.19012
2,357.9,"5,165E+04",75.0,0.0426,3171,66.286,0.021,15.879,0.501,0.19038
3,462,"5,176E+04",75.0,0.0605,3183.1,60.069,0.019,15.925,0.5,0.19094
4,535.3,"5,183E+04",75.0,0.0859,3194.7,55.511,0.017,15.978,0.5,0.19157
5,586.9,"5,188E+04",75.0,0.122,3208.3,50.572,0.016,16.044,0.5,0.19236
6,623.2,"5,192E+04",75.0,0.173,3220.8,49.069,0.015,16.106,0.5,0.1931
7,648.8,"5,194E+04",75.0,0.246,3232.1,47.13,0.015,16.162,0.5,0.19378
8,666.9,"5,196E+04",75.0,0.349,3242.8,47.364,0.015,16.216,0.5,0.19442
9,679.5,"5,197E+04",75.0,0.496,3254.8,47.569,0.015,16.276,0.5,0.19514
10,688.5,"5,198E+04",75.0,0.704,3268.3,51.487,0.016,16.344,0.5,0.19595
11,694.8,"5,199E+04",75.0,1,3280.2,52.012,0.016,16.403,0.5,0.19667
