Temperature_C,Cost
15.0,0.7906219715090237
20.0,0.6017526657877654
25.0,0.09501145292324033
30.0,0.08049197826408701
35.0,0.16988363934394793
40.0,0.4865762326551631
45.0,0.29901752919878205
50.0,0.08160150096314124
55.0,0.14946826503954688
60.0,0.1833827290629616
65.0,0.11952958125809035
70.0,0.1220903274880146
75.0,0.053230013460533396
