Temperature_C,Cost
15.0,0.5745987525426456
20.0,0.70257297630079
25.0,1.0871935573174838
30.0,1.3017707693159448
35.0,0.7067383728627862
45.0,0.23470700341022402
50.0,0.23726458325865968
55.0,0.7733013251984175
60.0,0.18187865155233968
65.0,0.06599168996991904
70.0,0.0600218649450704
75.0,0.06244661480736576
80.0,0.08439637403718057
